Name,City,Product,Quantity,Price,Name,City,Product,Quantity,Price
Alice,Berlin,Mouse,5,352,Alice,Berlin,Mouse,5,352
Alice,Tokyo,Mouse,3,651,Alice,Tokyo,Mouse,3,651
Frank,Paris,Phone,5,311,Frank,Paris,Phone,5,311
Frank,Tokyo,Laptop,8,762,Frank,Tokyo,Laptop,8,762
Alice,Sydney,Tablet,7,645,Alice,Sydney,Tablet,7,645
Frank,Berlin,Tablet,8,505,Frank,Berlin,Tablet,8,505
Alice,New York,Phone,10,345,Alice,New York,Phone,10,345
Eve,Paris,Monitor,9,164,Eve,Paris,Monitor,9,164
David,Berlin,Monitor,3,418,David,Berlin,Monitor,3,418
Charlie,New York,Laptop,3,954,Charlie,New York,Laptop,3,954
Alice,Tokyo,Mouse,1,542,Alice,Tokyo,Mouse,1,542
Eve,Berlin,Phone,10,556,Eve,Berlin,Phone,10,556
Eve,Sydney,Keyboard,5,240,Eve,Sydney,Keyboard,5,240
Charlie,Paris,Monitor,6,840,Charlie,Paris,Monitor,6,840
David,Tokyo,Keyboard,10,468,David,Tokyo,Keyboard,10,468
Charlie,Sydney,Tablet,5,795,Charlie,Sydney,Tablet,5,795
Bob,New York,Monitor,8,933,Bob,New York,Monitor,8,933
Eve,New York,Monitor,1,101,Eve,New York,Monitor,1,101
Frank,Tokyo,Monitor,1,189,Frank,Tokyo,Monitor,1,189
Charlie,Berlin,Mouse,2,747,Charlie,Berlin,Mouse,2,747
David,Berlin,Phone,9,121,David,Berlin,Phone,9,121
Eve,Tokyo,Tablet,5,656,Eve,Tokyo,Tablet,5,656
Charlie,Berlin,Laptop,8,909,Charlie,Berlin,Laptop,8,909
Charlie,London,Tablet,8,699,Charlie,London,Tablet,8,699
Eve,Tokyo,Laptop,2,669,Eve,Tokyo,Laptop,2,669
Charlie,Berlin,Monitor,9,141,Charlie,Berlin,Monitor,9,141
Frank,Berlin,Phone,3,779,Frank,Berlin,Phone,3,779
Eve,Sydney,Phone,2,501,Eve,Sydney,Phone,2,501
Charlie,Tokyo,Mouse,10,156,Charlie,Tokyo,Mouse,10,156
Eve,Paris,Mouse,9,186,Eve,Paris,Mouse,9,186
Bob,Paris,Tablet,8,980,Bob,Paris,Tablet,8,980
Frank,Berlin,Monitor,6,417,Frank,Berlin,Monitor,6,417
Eve,London,Tablet,5,119,Eve,London,Tablet,5,119
David,Tokyo,Monitor,2,596,David,Tokyo,Monitor,2,596
Frank,London,Mouse,6,767,Frank,London,Mouse,6,767
Charlie,Berlin,Laptop,2,206,Charlie,Berlin,Laptop,2,206
Eve,Berlin,Monitor,1,109,Eve,Berlin,Monitor,1,109
Frank,Paris,Laptop,2,400,Frank,Paris,Laptop,2,400
Bob,Berlin,Phone,9,125,Bob,Berlin,Phone,9,125
Bob,Berlin,Phone,9,402,Bob,Berlin,Phone,9,402
Eve,Sydney,Keyboard,8,361,Eve,Sydney,Keyboard,8,361
Charlie,New York,Keyboard,5,580,Charlie,New York,Keyboard,5,580
Frank,Sydney,Phone,5,268,Frank,Sydney,Phone,5,268
David,Paris,Laptop,7,306,David,Paris,Laptop,7,306
Charlie,Paris,Tablet,9,351,Charlie,Paris,Tablet,9,351
Charlie,New York,Monitor,4,278,Charlie,New York,Monitor,4,278
Alice,Sydney,Mouse,2,504,Alice,Sydney,Mouse,2,504
Eve,Tokyo,Keyboard,2,429,Eve,Tokyo,Keyboard,2,429
Frank,Berlin,Keyboard,9,697,Frank,Berlin,Keyboard,9,697
David,Sydney,Laptop,8,756,David,Sydney,Laptop,8,756
Bob,Tokyo,Mouse,5,225,Bob,Tokyo,Mouse,5,225
Bob,London,Mouse,3,550,Bob,London,Mouse,3,550
Eve,Sydney,Phone,8,197,Eve,Sydney,Phone,8,197
Bob,Paris,Tablet,7,677,Bob,Paris,Tablet,7,677
Frank,Tokyo,Laptop,9,818,Frank,Tokyo,Laptop,9,818
Alice,Sydney,Tablet,5,249,Alice,Sydney,Tablet,5,249
Bob,Paris,Laptop,3,873,Bob,Paris,Laptop,3,873
Frank,Tokyo,Mouse,7,628,Frank,Tokyo,Mouse,7,628
Charlie,London,Tablet,2,682,Charlie,London,Tablet,2,682
Frank,Tokyo,Phone,5,472,Frank,Tokyo,Phone,5,472
Eve,London,Keyboard,3,168,Eve,London,Keyboard,3,168
Bob,New York,Mouse,10,460,Bob,New York,Mouse,10,460
Charlie,Paris,Monitor,5,190,Charlie,Paris,Monitor,5,190
Alice,Sydney,Phone,1,238,Alice,Sydney,Phone,1,238
Frank,Paris,Phone,7,337,Frank,Paris,Phone,7,337
Eve,New York,Monitor,2,457,Eve,New York,Monitor,2,457
Bob,Tokyo,Tablet,2,661,Bob,Tokyo,Tablet,2,661
Frank,London,Keyboard,1,951,Frank,London,Keyboard,1,951
Frank,New York,Mouse,2,878,Frank,New York,Mouse,2,878
Frank,Berlin,Tablet,6,916,Frank,Berlin,Tablet,6,916
Charlie,New York,Tablet,2,673,Charlie,New York,Tablet,2,673
Alice,Tokyo,Mouse,2,534,Alice,Tokyo,Mouse,2,534
Charlie,Sydney,Mouse,5,543,Charlie,Sydney,Mouse,5,543
Alice,New York,Mouse,10,270,Alice,New York,Mouse,10,270
Bob,Tokyo,Phone,10,779,Bob,Tokyo,Phone,10,779
Bob,Tokyo,Tablet,7,925,Bob,Tokyo,Tablet,7,925
David,Paris,Mouse,3,350,David,Paris,Mouse,3,350
David,New York,Phone,3,683,David,New York,Phone,3,683
David,Paris,Monitor,7,996,David,Paris,Monitor,7,996
Eve,Tokyo,Tablet,9,767,Eve,Tokyo,Tablet,9,767
Eve,New York,Laptop,3,979,Eve,New York,Laptop,3,979
Charlie,New York,Keyboard,2,666,Charlie,New York,Keyboard,2,666
Frank,London,Mouse,10,128,Frank,London,Mouse,10,128
Charlie,Tokyo,Laptop,2,517,Charlie,Tokyo,Laptop,2,517
Bob,New York,Monitor,1,195,Bob,New York,Monitor,1,195
Charlie,Berlin,Phone,1,673,Charlie,Berlin,Phone,1,673
David,Tokyo,Mouse,5,970,David,Tokyo,Mouse,5,970
David,Sydney,Phone,1,844,David,Sydney,Phone,1,844
Eve,Berlin,Mouse,4,729,Eve,Berlin,Mouse,4,729
Bob,New York,Tablet,7,508,Bob,New York,Tablet,7,508
Bob,Tokyo,Tablet,4,163,Bob,Tokyo,Tablet,4,163
David,Tokyo,Phone,7,322,David,Tokyo,Phone,7,322
Charlie,Sydney,Monitor,9,400,Charlie,Sydney,Monitor,9,400
Frank,Paris,Tablet,4,437,Frank,Paris,Tablet,4,437
Alice,Berlin,Laptop,9,691,Alice,Berlin,Laptop,9,691
Eve,Tokyo,Keyboard,5,517,Eve,Tokyo,Keyboard,5,517
Charlie,Paris,Laptop,1,461,Charlie,Paris,Laptop,1,461
Bob,Tokyo,Mouse,2,923,Bob,Tokyo,Mouse,2,923
Charlie,London,Laptop,8,963,Charlie,London,Laptop,8,963
David,Tokyo,Mouse,7,996,David,Tokyo,Mouse,7,996
Eve,Paris,Mouse,7,861,Eve,Paris,Mouse,7,861
Alice,New York,Tablet,9,930,Alice,New York,Tablet,9,930
Alice,Sydney,Mouse,8,362,Alice,Sydney,Mouse,8,362
Frank,Berlin,Laptop,2,153,Frank,Berlin,Laptop,2,153
Alice,Paris,Mouse,4,333,Alice,Paris,Mouse,4,333
Bob,Sydney,Phone,10,604,Bob,Sydney,Phone,10,604
Eve,Paris,Mouse,3,798,Eve,Paris,Mouse,3,798
Alice,Paris,Keyboard,5,240,Alice,Paris,Keyboard,5,240
Eve,London,Monitor,3,691,Eve,London,Monitor,3,691
David,Tokyo,Laptop,6,914,David,Tokyo,Laptop,6,914
Frank,London,Monitor,3,109,Frank,London,Monitor,3,109
Alice,Berlin,Tablet,7,774,Alice,Berlin,Tablet,7,774
Bob,Berlin,Laptop,5,424,Bob,Berlin,Laptop,5,424
Frank,Berlin,Mouse,9,974,Frank,Berlin,Mouse,9,974
David,Sydney,Laptop,7,151,David,Sydney,Laptop,7,151
Eve,Tokyo,Mouse,10,963,Eve,Tokyo,Mouse,10,963
Frank,Sydney,Mouse,2,168,Frank,Sydney,Mouse,2,168
Bob,New York,Laptop,1,649,Bob,New York,Laptop,1,649
Frank,New York,Phone,4,355,Frank,New York,Phone,4,355
Charlie,Paris,Monitor,3,254,Charlie,Paris,Monitor,3,254
Bob,Berlin,Monitor,2,788,Bob,Berlin,Monitor,2,788
Frank,New York,Tablet,9,914,Frank,New York,Tablet,9,914
Bob,New York,Phone,6,273,Bob,New York,Phone,6,273
Alice,London,Keyboard,9,175,Alice,London,Keyboard,9,175
Eve,London,Laptop,1,231,Eve,London,Laptop,1,231
David,Sydney,Mouse,5,113,David,Sydney,Mouse,5,113
Charlie,New York,Monitor,5,892,Charlie,New York,Monitor,5,892
Bob,Berlin,Phone,1,542,Bob,Berlin,Phone,1,542
Frank,Paris,Phone,9,812,Frank,Paris,Phone,9,812
Charlie,London,Tablet,8,159,Charlie,London,Tablet,8,159
Charlie,Paris,Keyboard,8,918,Charlie,Paris,Keyboard,8,918
Bob,Sydney,Keyboard,7,846,Bob,Sydney,Keyboard,7,846
Eve,Tokyo,Keyboard,4,468,Eve,Tokyo,Keyboard,4,468
Frank,Tokyo,Mouse,4,773,Frank,Tokyo,Mouse,4,773
Charlie,New York,Monitor,4,592,Charlie,New York,Monitor,4,592
Frank,New York,Mouse,9,487,Frank,New York,Mouse,9,487
Eve,New York,Laptop,10,428,Eve,New York,Laptop,10,428
Alice,Sydney,Mouse,9,174,Alice,Sydney,Mouse,9,174
Charlie,London,Monitor,10,342,Charlie,London,Monitor,10,342
Eve,Paris,Phone,10,949,Eve,Paris,Phone,10,949
Eve,Sydney,Laptop,5,329,Eve,Sydney,Laptop,5,329
Frank,London,Tablet,8,416,Frank,London,Tablet,8,416
Eve,Tokyo,Mouse,10,335,Eve,Tokyo,Mouse,10,335
David,London,Laptop,7,204,David,London,Laptop,7,204
Frank,New York,Monitor,2,515,Frank,New York,Monitor,2,515
David,Tokyo,Phone,8,711,David,Tokyo,Phone,8,711
Eve,Berlin,Phone,8,438,Eve,Berlin,Phone,8,438
Bob,London,Tablet,5,198,Bob,London,Tablet,5,198
Frank,London,Keyboard,1,395,Frank,London,Keyboard,1,395
Charlie,Paris,Tablet,2,274,Charlie,Paris,Tablet,2,274
David,Berlin,Phone,1,894,David,Berlin,Phone,1,894
Charlie,Paris,Keyboard,4,909,Charlie,Paris,Keyboard,4,909
Eve,Berlin,Mouse,5,893,Eve,Berlin,Mouse,5,893
Alice,Paris,Laptop,10,567,Alice,Paris,Laptop,10,567
Frank,Tokyo,Mouse,5,652,Frank,Tokyo,Mouse,5,652
Charlie,Berlin,Tablet,4,417,Charlie,Berlin,Tablet,4,417
Eve,Berlin,Phone,5,406,Eve,Berlin,Phone,5,406
Alice,London,Phone,7,493,Alice,London,Phone,7,493
Eve,Berlin,Phone,9,415,Eve,Berlin,Phone,9,415
Alice,New York,Keyboard,5,509,Alice,New York,Keyboard,5,509
Alice,London,Laptop,10,977,Alice,London,Laptop,10,977
Frank,Sydney,Keyboard,1,914,Frank,Sydney,Keyboard,1,914
Frank,Paris,Tablet,1,119,Frank,Paris,Tablet,1,119
David,Tokyo,Keyboard,2,898,David,Tokyo,Keyboard,2,898
Frank,Berlin,Phone,10,566,Frank,Berlin,Phone,10,566
Bob,Tokyo,Keyboard,3,704,Bob,Tokyo,Keyboard,3,704
Frank,Paris,Laptop,7,258,Frank,Paris,Laptop,7,258
Frank,Paris,Keyboard,3,345,Frank,Paris,Keyboard,3,345
David,Berlin,Keyboard,7,581,David,Berlin,Keyboard,7,581
David,Tokyo,Laptop,6,825,David,Tokyo,Laptop,6,825
Frank,Paris,Keyboard,6,491,Frank,Paris,Keyboard,6,491
Eve,Sydney,Keyboard,1,125,Eve,Sydney,Keyboard,1,125
Eve,Paris,Phone,7,502,Eve,Paris,Phone,7,502
Eve,Sydney,Phone,4,991,Eve,Sydney,Phone,4,991
Eve,London,Monitor,6,845,Eve,London,Monitor,6,845
Eve,Sydney,Mouse,9,510,Eve,Sydney,Mouse,9,510
Charlie,Berlin,Tablet,1,692,Charlie,Berlin,Tablet,1,692
Bob,Berlin,Mouse,5,689,Bob,Berlin,Mouse,5,689
Alice,London,Phone,2,865,Alice,London,Phone,2,865
Bob,Sydney,Mouse,6,742,Bob,Sydney,Mouse,6,742
Alice,New York,Phone,2,501,Alice,New York,Phone,2,501
Eve,London,Phone,4,468,Eve,London,Phone,4,468
Bob,Berlin,Tablet,5,460,Bob,Berlin,Tablet,5,460
David,Paris,Phone,5,321,David,Paris,Phone,5,321
Eve,New York,Mouse,7,539,Eve,New York,Mouse,7,539
Frank,Sydney,Monitor,1,875,Frank,Sydney,Monitor,1,875
Alice,Sydney,Keyboard,5,375,Alice,Sydney,Keyboard,5,375
Frank,Paris,Tablet,10,179,Frank,Paris,Tablet,10,179
Bob,Berlin,Phone,3,823,Bob,Berlin,Phone,3,823
David,Tokyo,Monitor,2,245,David,Tokyo,Monitor,2,245
David,London,Mouse,7,894,David,London,Mouse,7,894
Frank,Berlin,Keyboard,8,771,Frank,Berlin,Keyboard,8,771
Alice,Berlin,Laptop,4,750,Alice,Berlin,Laptop,4,750
Frank,Berlin,Laptop,1,862,Frank,Berlin,Laptop,1,862
Frank,Berlin,Phone,4,687,Frank,Berlin,Phone,4,687
Bob,Sydney,Tablet,1,399,Bob,Sydney,Tablet,1,399
Frank,Paris,Tablet,10,246,Frank,Paris,Tablet,10,246
Frank,London,Keyboard,5,541,Frank,London,Keyboard,5,541
David,Berlin,Tablet,7,319,David,Berlin,Tablet,7,319
Frank,Paris,Mouse,10,677,Frank,Paris,Mouse,10,677
Bob,New York,Laptop,3,278,Bob,New York,Laptop,3,278
Frank,London,Mouse,10,271,Frank,London,Mouse,10,271
Bob,New York,Mouse,8,769,Bob,New York,Mouse,8,769
David,London,Tablet,5,580,David,London,Tablet,5,580
Eve,Sydney,Keyboard,5,268,Eve,Sydney,Keyboard,5,268
Eve,Sydney,Tablet,3,416,Eve,Sydney,Tablet,3,416
Frank,New York,Mouse,4,320,Frank,New York,Mouse,4,320
Alice,Berlin,Keyboard,5,630,Alice,Berlin,Keyboard,5,630
Eve,Tokyo,Monitor,2,420,Eve,Tokyo,Monitor,2,420
Eve,London,Keyboard,3,850,Eve,London,Keyboard,3,850
Frank,New York,Mouse,10,120,Frank,New York,Mouse,10,120
Alice,Paris,Laptop,5,749,Alice,Paris,Laptop,5,749
Alice,New York,Monitor,3,490,Alice,New York,Monitor,3,490
Bob,Sydney,Keyboard,9,934,Bob,Sydney,Keyboard,9,934
David,Tokyo,Laptop,7,284,David,Tokyo,Laptop,7,284
Charlie,Tokyo,Mouse,9,551,Charlie,Tokyo,Mouse,9,551
David,Sydney,Tablet,1,703,David,Sydney,Tablet,1,703
Charlie,Tokyo,Keyboard,3,531,Charlie,Tokyo,Keyboard,3,531
David,Berlin,Tablet,3,213,David,Berlin,Tablet,3,213
Frank,Tokyo,Phone,4,883,Frank,Tokyo,Phone,4,883
Alice,London,Phone,3,460,Alice,London,Phone,3,460
Bob,Tokyo,Phone,9,455,Bob,Tokyo,Phone,9,455
Frank,Tokyo,Monitor,2,767,Frank,Tokyo,Monitor,2,767
Charlie,Sydney,Tablet,2,294,Charlie,Sydney,Tablet,2,294
Charlie,New York,Tablet,10,615,Charlie,New York,Tablet,10,615
Frank,Berlin,Laptop,9,533,Frank,Berlin,Laptop,9,533
Charlie,London,Mouse,8,581,Charlie,London,Mouse,8,581
Eve,Tokyo,Monitor,3,792,Eve,Tokyo,Monitor,3,792
David,London,Mouse,2,343,David,London,Mouse,2,343
Charlie,Sydney,Keyboard,4,136,Charlie,Sydney,Keyboard,4,136
Frank,New York,Monitor,8,631,Frank,New York,Monitor,8,631
Alice,Paris,Tablet,1,149,Alice,Paris,Tablet,1,149
Charlie,Sydney,Keyboard,10,138,Charlie,Sydney,Keyboard,10,138
Bob,Tokyo,Keyboard,4,600,Bob,Tokyo,Keyboard,4,600
Charlie,Tokyo,Laptop,3,272,Charlie,Tokyo,Laptop,3,272
Alice,Paris,Laptop,6,245,Alice,Paris,Laptop,6,245
Charlie,Berlin,Phone,5,862,Charlie,Berlin,Phone,5,862
Eve,Berlin,Mouse,2,358,Eve,Berlin,Mouse,2,358
Frank,New York,Tablet,7,587,Frank,New York,Tablet,7,587
Charlie,Tokyo,Keyboard,2,445,Charlie,Tokyo,Keyboard,2,445
Eve,New York,Phone,1,148,Eve,New York,Phone,1,148
Charlie,New York,Mouse,5,178,Charlie,New York,Mouse,5,178
David,Sydney,Tablet,9,546,David,Sydney,Tablet,9,546
Alice,New York,Keyboard,8,305,Alice,New York,Keyboard,8,305
Charlie,Sydney,Monitor,2,578,Charlie,Sydney,Monitor,2,578
Charlie,London,Keyboard,10,308,Charlie,London,Keyboard,10,308
David,Sydney,Laptop,6,233,David,Sydney,Laptop,6,233
Eve,Sydney,Laptop,6,172,Eve,Sydney,Laptop,6,172
David,New York,Phone,5,531,David,New York,Phone,5,531
David,New York,Monitor,9,880,David,New York,Monitor,9,880
Alice,New York,Laptop,5,949,Alice,New York,Laptop,5,949
David,Berlin,Keyboard,1,953,David,Berlin,Keyboard,1,953
Alice,New York,Keyboard,8,858,Alice,New York,Keyboard,8,858
Frank,London,Monitor,9,202,Frank,London,Monitor,9,202
Charlie,Tokyo,Laptop,7,190,Charlie,Tokyo,Laptop,7,190
Alice,New York,Tablet,9,133,Alice,New York,Tablet,9,133
Charlie,Sydney,Laptop,5,822,Charlie,Sydney,Laptop,5,822
Alice,New York,Keyboard,9,698,Alice,New York,Keyboard,9,698
Bob,Sydney,Tablet,4,897,Bob,Sydney,Tablet,4,897
Alice,Paris,Mouse,2,414,Alice,Paris,Mouse,2,414
Charlie,Sydney,Mouse,9,148,Charlie,Sydney,Mouse,9,148
David,New York,Tablet,7,325,David,New York,Tablet,7,325
Charlie,New York,Keyboard,2,650,Charlie,New York,Keyboard,2,650
Frank,Sydney,Monitor,8,818,Frank,Sydney,Monitor,8,818
Bob,New York,Monitor,9,765,Bob,New York,Monitor,9,765
Alice,Tokyo,Keyboard,1,508,Alice,Tokyo,Keyboard,1,508
Charlie,Paris,Keyboard,8,863,Charlie,Paris,Keyboard,8,863
Frank,Paris,Tablet,8,423,Frank,Paris,Tablet,8,423
Frank,Berlin,Tablet,4,761,Frank,Berlin,Tablet,4,761
David,Tokyo,Mouse,9,670,David,Tokyo,Mouse,9,670
Charlie,Paris,Phone,8,155,Charlie,Paris,Phone,8,155
Frank,London,Phone,8,654,Frank,London,Phone,8,654
David,Paris,Tablet,4,174,David,Paris,Tablet,4,174
Bob,New York,Mouse,10,566,Bob,New York,Mouse,10,566
Bob,Sydney,Monitor,7,330,Bob,Sydney,Monitor,7,330
Frank,New York,Keyboard,8,198,Frank,New York,Keyboard,8,198
David,London,Keyboard,2,996,David,London,Keyboard,2,996
Bob,New York,Laptop,10,888,Bob,New York,Laptop,10,888
Frank,Berlin,Phone,10,646,Frank,Berlin,Phone,10,646
Bob,Tokyo,Keyboard,6,862,Bob,Tokyo,Keyboard,6,862
Eve,New York,Monitor,2,699,Eve,New York,Monitor,2,699
Charlie,London,Laptop,5,460,Charlie,London,Laptop,5,460
Bob,Sydney,Mouse,8,608,Bob,Sydney,Mouse,8,608
Frank,Tokyo,Tablet,5,332,Frank,Tokyo,Tablet,5,332
Charlie,Tokyo,Laptop,2,392,Charlie,Tokyo,Laptop,2,392
Eve,Tokyo,Monitor,10,481,Eve,Tokyo,Monitor,10,481
Charlie,New York,Keyboard,8,973,Charlie,New York,Keyboard,8,973
David,Tokyo,Phone,2,597,David,Tokyo,Phone,2,597
Bob,Sydney,Phone,10,242,Bob,Sydney,Phone,10,242
Frank,Sydney,Mouse,4,868,Frank,Sydney,Mouse,4,868
Alice,Berlin,Monitor,8,418,Alice,Berlin,Monitor,8,418
Frank,Tokyo,Phone,2,763,Frank,Tokyo,Phone,2,763
Frank,London,Mouse,6,244,Frank,London,Mouse,6,244
David,London,Mouse,6,879,David,London,Mouse,6,879
Frank,Paris,Monitor,2,329,Frank,Paris,Monitor,2,329
Bob,Tokyo,Monitor,1,394,Bob,Tokyo,Monitor,1,394
Frank,Sydney,Monitor,8,767,Frank,Sydney,Monitor,8,767
Alice,Sydney,Mouse,7,436,Alice,Sydney,Mouse,7,436
David,Sydney,Mouse,3,843,David,Sydney,Mouse,3,843
Alice,Sydney,Mouse,7,736,Alice,Sydney,Mouse,7,736
David,Tokyo,Monitor,1,914,David,Tokyo,Monitor,1,914
Frank,Tokyo,Laptop,8,620,Frank,Tokyo,Laptop,8,620
Eve,Tokyo,Tablet,2,412,Eve,Tokyo,Tablet,2,412
Bob,Berlin,Monitor,10,733,Bob,Berlin,Monitor,10,733
Alice,London,Tablet,8,373,Alice,London,Tablet,8,373
Frank,Paris,Monitor,7,963,Frank,Paris,Monitor,7,963
Frank,Berlin,Laptop,4,356,Frank,Berlin,Laptop,4,356
Bob,Paris,Keyboard,2,153,Bob,Paris,Keyboard,2,153
Charlie,New York,Mouse,10,878,Charlie,New York,Mouse,10,878
Eve,Sydney,Keyboard,9,584,Eve,Sydney,Keyboard,9,584
Charlie,Paris,Keyboard,4,797,Charlie,Paris,Keyboard,4,797
Bob,Sydney,Monitor,2,469,Bob,Sydney,Monitor,2,469
Alice,Paris,Mouse,4,105,Alice,Paris,Mouse,4,105
Charlie,Sydney,Keyboard,8,956,Charlie,Sydney,Keyboard,8,956
Frank,Berlin,Tablet,4,337,Frank,Berlin,Tablet,4,337
David,New York,Keyboard,2,780,David,New York,Keyboard,2,780
Eve,London,Tablet,10,178,Eve,London,Tablet,10,178
Bob,New York,Keyboard,10,435,Bob,New York,Keyboard,10,435
David,Paris,Tablet,10,447,David,Paris,Tablet,10,447
Charlie,Sydney,Phone,5,798,Charlie,Sydney,Phone,5,798
Eve,New York,Phone,2,579,Eve,New York,Phone,2,579
Eve,London,Laptop,1,740,Eve,London,Laptop,1,740
Frank,London,Monitor,7,605,Frank,London,Monitor,7,605
Frank,Sydney,Phone,1,783,Frank,Sydney,Phone,1,783
Frank,London,Mouse,4,647,Frank,London,Mouse,4,647
Alice,Berlin,Monitor,10,846,Alice,Berlin,Monitor,10,846
Eve,London,Phone,6,656,Eve,London,Phone,6,656
Frank,Paris,Monitor,6,261,Frank,Paris,Monitor,6,261
Frank,London,Monitor,9,663,Frank,London,Monitor,9,663
Bob,Sydney,Keyboard,1,848,Bob,Sydney,Keyboard,1,848
Charlie,Tokyo,Keyboard,6,441,Charlie,Tokyo,Keyboard,6,441
Frank,Paris,Tablet,4,986,Frank,Paris,Tablet,4,986
Eve,Tokyo,Keyboard,8,822,Eve,Tokyo,Keyboard,8,822
Frank,Berlin,Laptop,2,554,Frank,Berlin,Laptop,2,554
Bob,New York,Mouse,8,733,Bob,New York,Mouse,8,733
Charlie,Paris,Tablet,3,119,Charlie,Paris,Tablet,3,119
Bob,Paris,Phone,4,933,Bob,Paris,Phone,4,933
Charlie,Berlin,Mouse,1,387,Charlie,Berlin,Mouse,1,387
Frank,Paris,Tablet,9,371,Frank,Paris,Tablet,9,371
Frank,London,Mouse,9,250,Frank,London,Mouse,9,250
Charlie,Paris,Laptop,4,778,Charlie,Paris,Laptop,4,778
Alice,New York,Tablet,4,282,Alice,New York,Tablet,4,282
Eve,Paris,Monitor,4,254,Eve,Paris,Monitor,4,254
Alice,Tokyo,Laptop,9,582,Alice,Tokyo,Laptop,9,582
Alice,Sydney,Tablet,1,370,Alice,Sydney,Tablet,1,370
Bob,London,Keyboard,10,755,Bob,London,Keyboard,10,755
Alice,Paris,Tablet,1,588,Alice,Paris,Tablet,1,588
Alice,Paris,Monitor,5,743,Alice,Paris,Monitor,5,743
Charlie,London,Laptop,7,269,Charlie,London,Laptop,7,269
Alice,Tokyo,Laptop,5,790,Alice,Tokyo,Laptop,5,790
Alice,Sydney,Tablet,6,568,Alice,Sydney,Tablet,6,568
Frank,London,Tablet,2,873,Frank,London,Tablet,2,873
Charlie,Paris,Laptop,3,576,Charlie,Paris,Laptop,3,576
Frank,New York,Tablet,7,333,Frank,New York,Tablet,7,333
Frank,Tokyo,Tablet,8,842,Frank,Tokyo,Tablet,8,842
David,Berlin,Laptop,10,785,David,Berlin,Laptop,10,785
Alice,New York,Keyboard,1,433,Alice,New York,Keyboard,1,433
Alice,Paris,Phone,4,214,Alice,Paris,Phone,4,214
Frank,London,Phone,6,996,Frank,London,Phone,6,996
Frank,New York,Keyboard,10,105,Frank,New York,Keyboard,10,105
Bob,Sydney,Mouse,1,410,Bob,Sydney,Mouse,1,410
David,New York,Tablet,7,387,David,New York,Tablet,7,387
David,Berlin,Mouse,5,504,David,Berlin,Mouse,5,504
David,New York,Phone,9,523,David,New York,Phone,9,523
Frank,New York,Phone,8,538,Frank,New York,Phone,8,538
Charlie,Paris,Monitor,2,460,Charlie,Paris,Monitor,2,460
David,Tokyo,Laptop,3,301,David,Tokyo,Laptop,3,301
David,Sydney,Phone,2,457,David,Sydney,Phone,2,457
Alice,Tokyo,Tablet,10,683,Alice,Tokyo,Tablet,10,683
David,London,Tablet,7,148,David,London,Tablet,7,148
Charlie,Tokyo,Laptop,10,758,Charlie,Tokyo,Laptop,10,758
David,New York,Keyboard,6,129,David,New York,Keyboard,6,129
Bob,Paris,Keyboard,8,946,Bob,Paris,Keyboard,8,946
Eve,New York,Phone,9,152,Eve,New York,Phone,9,152
Frank,London,Tablet,9,135,Frank,London,Tablet,9,135
Frank,Tokyo,Monitor,10,999,Frank,Tokyo,Monitor,10,999
Alice,Sydney,Monitor,4,602,Alice,Sydney,Monitor,4,602
Bob,Berlin,Mouse,7,918,Bob,Berlin,Mouse,7,918
David,Paris,Laptop,1,852,David,Paris,Laptop,1,852
David,Sydney,Tablet,5,652,David,Sydney,Tablet,5,652
Frank,Paris,Keyboard,6,300,Frank,Paris,Keyboard,6,300
Alice,Paris,Tablet,3,660,Alice,Paris,Tablet,3,660
Eve,Sydney,Laptop,9,571,Eve,Sydney,Laptop,9,571
Charlie,Tokyo,Phone,3,947,Charlie,Tokyo,Phone,3,947
Eve,Sydney,Laptop,4,750,Eve,Sydney,Laptop,4,750
David,London,Tablet,8,209,David,London,Tablet,8,209
Alice,Paris,Mouse,5,303,Alice,Paris,Mouse,5,303
Bob,Berlin,Monitor,10,923,Bob,Berlin,Monitor,10,923
Charlie,Tokyo,Monitor,4,977,Charlie,Tokyo,Monitor,4,977
Frank,Paris,Laptop,1,277,Frank,Paris,Laptop,1,277
Eve,London,Laptop,1,966,Eve,London,Laptop,1,966
Frank,Berlin,Phone,3,675,Frank,Berlin,Phone,3,675
Frank,Tokyo,Mouse,3,652,Frank,Tokyo,Mouse,3,652
David,London,Monitor,8,170,David,London,Monitor,8,170
Eve,Berlin,Laptop,6,712,Eve,Berlin,Laptop,6,712
Charlie,New York,Tablet,5,463,Charlie,New York,Tablet,5,463
Eve,Tokyo,Tablet,2,866,Eve,Tokyo,Tablet,2,866
Charlie,Tokyo,Laptop,7,814,Charlie,Tokyo,Laptop,7,814
David,Sydney,Tablet,8,777,David,Sydney,Tablet,8,777
Eve,London,Phone,8,827,Eve,London,Phone,8,827
Bob,Berlin,Keyboard,2,510,Bob,Berlin,Keyboard,2,510
Alice,Berlin,Monitor,4,406,Alice,Berlin,Monitor,4,406
Charlie,Sydney,Phone,9,613,Charlie,Sydney,Phone,9,613
Eve,London,Phone,10,364,Eve,London,Phone,10,364
Charlie,Tokyo,Phone,3,265,Charlie,Tokyo,Phone,3,265
Charlie,London,Tablet,1,853,Charlie,London,Tablet,1,853
Alice,Paris,Phone,8,782,Alice,Paris,Phone,8,782
